paper_doi,parameter_id,value,uncertainty_abs,uncertainty_rel_pct,kind,excerpt
10.24191/jmeche.v20i3.23916,cme1qnqnq00j3lllg3r0yl4zc,10381,6.5,0.063,range_halfwidth, 10381-10394
10.24425/aep.2023.148683,cme1qnqnq00j3lllg3r0yl4zc,315,5.5,1.716,range_halfwidth, 315-326
10.31026/j.eng.2013.08.08,cme1qnqnq00j3lllg3r0yl4zc,2551,2,0.078,range_halfwidth, 2551-2555
10.14447/jnmes.v25i1.a01,cme1qnqnq00j3lllg3r0yl4zc,173,3.5,1.983,range_halfwidth, 173-180
10.14447/jnmes.v25i1.a01,cme1qnqnq00j3lllg3r0yl4zc,213,2.5,1.160,range_halfwidth, 213-218
10.21924/cst.7.1.2022.799,cme1qnqnq00j3lllg3r0yl4zc,1426,3,0.210,range_halfwidth, 1426-1432
10.21924/cst.7.1.2022.799,cme1qnqnq00j3lllg3r0yl4zc,22340,4,0.018,range_halfwidth, 22340-22348
10.21924/cst.7.1.2022.799,cme1qnqnq00j3lllg3r0yl4zc,259,2.5,0.956,range_halfwidth, 259-264
10.2478/bipie-2022-0008,cme1qnqnq00j3lllg3r0yl4zc,7538,7,0.093,range_halfwidth, 7538-7552
10.30521/jes.871018,cme1qnqnq00j3lllg3r0yl4zc,421,6,1.405,range_halfwidth, 421-433
10.30521/jes.871018,cme1qnqnq00j3lllg3r0yl4zc,51,3.5,6.422,range_halfwidth, 51-58
10.14710/ijred.2020.29980,cme1qnqnq00j3lllg3r0yl4zc,1766,4,0.226,range_halfwidth, 1766-1774
10.4491/eer.2019.412,cme1qnqnq00j3lllg3r0yl4zc,1575,5.5,0.348,range_halfwidth, 1575-1586
10.18186/thermal.507919,cme1qnqnq00j3lllg3r0yl4zc,5510,5,0.091,range_halfwidth, 5510-5520
10.14710/ijred.6.1.83-92,cme1qnqnq00j3lllg3r0yl4zc,1533,5.5,0.357,range_halfwidth, 1533-1544
10.12989/mwt.2015.6.1.053,cme1qnqnq00j3lllg3r0yl4zc,244,4,1.613,range_halfwidth, 244-252
10.12989/mwt.2015.6.1.053,cme1qnqnq00j3lllg3r0yl4zc,2505,4.5,0.179,range_halfwidth, 2505-2514
10.14710/ijred.3.1.65-72,cme1qnqnq00j3lllg3r0yl4zc,79,1,1.250,range_halfwidth,79-81
10.2478/ijame-2013-0006,cme1qnqnq00j3lllg3r0yl4zc,356,2.5,0.697,range_halfwidth,356-361
10.1007/bf02472679,cme1qnqnq00j3lllg3r0yl4zc,495,3.5,0.702,range_halfwidth,495-502
10.1016/j.ijhydene.2020.03.126,cme1qnqnq00j3lllg3r0yl4zc,4,1,20.000,range_halfwidth, 4-6
10.1017/cbo9780511791284.009,cme1qnqnq00j3lllg3r0yl4zc,775,3,0.386,range_halfwidth, 775-781
10.1017/cbo9780511791284.009,cme1qnqnq00j3lllg3r0yl4zc,861,3,0.386,range_halfwidth, 775-781
10.11113/amst.v26n1.230,cme1qnqnq00j3lllg3r0yl4zc,197,5.5,2.716,range_halfwidth, 197-208
10.11113/amst.v26n1.230,cme1qnqnq00j3lllg3r0yl4zc,162,0.5,0.308,range_halfwidth, 162-163
10.11113/amst.v26n1.230,cme1qnqnq00j3lllg3r0yl4zc,614,7,1.127,range_halfwidth, 614-628
10.11113/amst.v26n1.230,cme1qnqnq00j3lllg3r0yl4zc,306,3,0.971,range_halfwidth, 306-312
10.11113/amst.v26n1.230,cme1qnqnq00j3lllg3r0yl4zc,109,4.5,3.965,range_halfwidth, 109-118
10.11113/amst.v26n1.230,cme1qnqnq00j3lllg3r0yl4zc,103,3,2.830,range_halfwidth, 103-109
10.11113/amst.v26n1.230,cme1qnqnq00j3lllg3r0yl4zc,86,3,2.830,range_halfwidth, 103-109
10.14710/reaktor.21.4.161-170,cme1qnqnq00j3lllg3r0yl4zc,161,4.5,2.719,range_halfwidth, 161-170
10.15626/Eco-Tech.2010.067,cme1qnqnq00j3lllg3r0yl4zc,22,1,4.348,range_halfwidth, 22-24
10.20535/ibb.2022.6.3-4.273108,cme1qnqnq00j3lllg3r0yl4zc,59,3.5,5.600,range_halfwidth,59-66
10.20535/ibb.2022.6.3-4.273108,cme1qnqnq00j3lllg3r0yl4zc,66,3.5,5.600,range_halfwidth,59-66
10.21203/rs.3.rs-2167210/v1,cme1qnqnq00j3lllg3r0yl4zc,195,5.5,2.743,range_halfwidth, 195-206
10.21203/rs.3.rs-2747512/v1,cme1qnqnq00j3lllg3r0yl4zc,1617,6,0.370,range_halfwidth, 1617-1629
10.21203/rs.3.rs-2747512/v1,cme1qnqnq00j3lllg3r0yl4zc,9906,0.5,0.005,range_halfwidth, 9906-9907
10.21203/rs.3.rs-2747512/v1,cme1qnqnq00j3lllg3r0yl4zc,7732,2.5,0.032,range_halfwidth, 7732-7737
10.21203/rs.3.rs-2747512/v1,cme1qnqnq00j3lllg3r0yl4zc,15696,4.5,0.029,range_halfwidth, 15696-15705
10.21203/rs.3.rs-2747512/v1,cme1qnqnq00j3lllg3r0yl4zc,15838,2,0.013,range_halfwidth, 15838-15842
10.21203/rs.3.rs-2747512/v1,cme1qnqnq00j3lllg3r0yl4zc,25423,6,0.024,range_halfwidth, 25423-25435
10.21203/rs.3.rs-2747512/v1,cme1qnqnq00j3lllg3r0yl4zc,3736,4,0.107,range_halfwidth, 3736-3744
10.21203/rs.3.rs-2747512/v1,cme1qnqnq00j3lllg3r0yl4zc,798,6,0.746,range_halfwidth, 798-810
10.21203/rs.3.rs-2747512/v1,cme1qnqnq00j3lllg3r0yl4zc,73,3,3.947,range_halfwidth, 73-79
10.21203/rs.3.rs-2747512/v1,cme1qnqnq00j3lllg3r0yl4zc,59,3,3.947,range_halfwidth, 73-79
10.21205/deufmd.2023257420,cme1qnqnq00j3lllg3r0yl4zc,19,1,5.000,range_halfwidth,19-21
10.2139/ssrn.4717924,cme1qnqnq00j3lllg3r0yl4zc,658,2,0.303,range_halfwidth,658-662
10.2139/ssrn.4717924,cme1qnqnq00j3lllg3r0yl4zc,942,2,0.303,range_halfwidth,658-662
10.22452/ijrer.vol13no2.1,cme1qnqnq00j3lllg3r0yl4zc,2651,0.5,0.019,range_halfwidth, 2651-2652
10.31699/IJCPE.2019.2.3,cme1qnqnq00j3lllg3r0yl4zc,658,2,0.303,range_halfwidth,658-662
10.4028/www.scientific.net/AMM.773-774.511,cme1qnqnq00j3lllg3r0yl4zc,717,3,0.417,range_halfwidth, 717-723
10.4314/dujopas.v9i4a.8,cme1qnqnq00j3lllg3r0yl4zc,94,5,5.051,range_halfwidth, 94-104
10.46488/NEPT.2024.v23i03.008,cme1qnqnq00j3lllg3r0yl4zc,179,17,8.673,range_halfwidth,179-213
10.46488/NEPT.2024.v23i03.008,cme1qnqnq00j3lllg3r0yl4zc,228,17,8.673,range_halfwidth,179-213
10.53555/ecb.v11:i9.17764,cme1qnqnq00j3lllg3r0yl4zc,1070,3.5,0.326,range_halfwidth, 1070-1077
10.5772/intechopen.91593,cme1qnqnq00j3lllg3r0yl4zc,1755,220,14.332,range_halfwidth,1755-1315
10.5815/ijeme.2021.03.01,cme1qnqnq00j3lllg3r0yl4zc,7571,3,0.040,range_halfwidth, 7571-7577
10.5821/dissertation-2117-95792,cme1qnqnq00j3lllg3r0yl4zc,1004,2.5,0.248,range_halfwidth, 1004-1009
10.62638/ZasMat1184,cme1qnqnq00j3lllg3r0yl4zc,23,1,4.167,range_halfwidth,23-25
10.7176/JETP/10-1-02,cme1qnqnq00j3lllg3r0yl4zc,2224,504,18.475,range_halfwidth, 2224-3232
10.7176/JETP/10-1-02,cme1qnqnq00j3lllg3r0yl4zc,2225,504,18.475,range_halfwidth, 2224-3232
10.1002/adfm.202304790,cme1qo7q800p9lllggzk31au9,29,8,21.622,range_halfwidth,29-45
10.1002/adfm.202304790,cme1qo7q800p9lllggzk31au9,76,1,1.299,range_halfwidth,76-78
10.1002/adfm.202304790,cme1qo7q800p9lllggzk31au9,118,1,0.840,range_halfwidth,118-120
10.24425/aep.2023.148683,cme1qo7q800p9lllggzk31au9,128,4,3.030,range_halfwidth, 128-136
10.12989/mwt.2015.6.1.053,cme1qo7q800p9lllggzk31au9,10294,3.5,0.034,range_halfwidth, 10294-10301
10.1007/bf02472679,cme1qo7q800p9lllggzk31au9,3653,2,0.077,range_halfwidth,2587- 2591
10.1016/j.solener.2018.12.009,cme1qo7q800p9lllggzk31au9,10,2.5,33.333,range_halfwidth, 5 to 10
10.1201/9781351073783-7,cme1qo7q800p9lllggzk31au9,10,1,11.111,range_halfwidth, 10-8
10.21926/jept.2102024,cme1qo7q800p9lllggzk31au9,563,4,0.705,range_halfwidth, 563-571
10.25148/etd.fidc000135,cme1qo7q800p9lllggzk31au9,7,1.5,17.647,range_halfwidth, 7-10
10.61180/vegsci.2025.v52.i1.20,cme1qo7yu00pclllg2vfogp1q,45,2.5,5.882,range_halfwidth,40–45
10.7554/eLife.53898,cme1qoa9x00q6lllgm2qj3hx8,0.4,0.5,100.000,range_halfwidth, 0–1.0
10.31026/j.eng.2017.05.07,cme1qoa9x00q6lllgm2qj3hx8,10,0.10000000000000009,1.408,range_halfwidth, 7-7.2
10.20998/2074-272X.2021.5.05,cme1qocmp00r0lllgwyyh4axq,389,2,0.512,range_halfwidth, 389-393
10.21203/rs.2.20986/v1,cme1qocmp00r0lllgwyyh4axq,0.004,0.001,20.000,range_halfwidth,0.004-0.006
10.31026/j.eng.2013.08.08,cme1qondh00uxlllg6kh5gl1a,30,5,20.000,plus_minus_abs,25±5
10.2166/wst.2007.490,cme1qondh00uxlllg6kh5gl1a,20,,92.000,plus_minus_pct,163±92%
10.3389/fceng.2022.765682,cme1qondh00uxlllg6kh5gl1a,10,2.5,33.333,range_halfwidth, 5–10
10.1038/srep06779,cme1qq0bm001fll61kf5fwm2t,30,1.5,4.110,range_halfwidth, 35–38
10.1007/bf02472679,cme1qq0bm001fll61kf5fwm2t,29,20.5,80.392,range_halfwidth, 5-46
10.1007/bf02472679,cme1qq1la001ull61akw1sjud,29,20.5,80.392,range_halfwidth, 5-46
10.2339/politeknik.724033,cme1qqduu0052ll613bmr6d7i,10,1,11.111,range_halfwidth, 8 and 10
10.53797/aseana.v2i2.1.2022,cme1qqja7006zll618jdke7hj,11,3,21.429,range_halfwidth, 11-17
10.37934/cfdl.16.10.5463,cme1qqmpb0085ll619zuijix8,10060,5,0.050,range_halfwidth, 10060-10070
10.1201/9781003657385-3,cme1qqmpb0085ll619zuijix8,200,50,20.000,range_halfwidth, 200-300
10.1007/978-1-349-15190-5_3,cme1rc3ua000cllb8e9el7jjt,203,5,2.404,range_halfwidth,203-213
10.1016/j.renene.2012.10.051,cme1rc6i7000rllb8f62kls8d,3779,2,0.053,range_halfwidth, 3779-3783
10.51173/jt.v7i4.2757,cme1rc6i7000rllb8f62kls8d,514,5,0.963,range_halfwidth,514-524
10.51173/jt.v7i4.2757,cme1rc6i7000rllb8f62kls8d,431,5,0.963,range_halfwidth,514-524
10.1007/978-3-030-11599-9_18,cme1rc8zp0016llb83hxeegmi,18493,4.5,0.024,range_halfwidth, 18493-18502
10.5821/dissertation-2117-168574,cme1rc8zp0016llb83hxeegmi,4754,3.5,0.074,range_halfwidth, 4754-4761
10.58559/ijes.1412839,cme1rc8zp0016llb83hxeegmi,963,6,0.619,range_halfwidth, 963-975
10.1002/fuce.201700135,cme1rcqwj003ollb8n771ft5z,39,9.5,19.588,range_halfwidth, 39-58
10.1007/bf02472679,cme1rctfc0043llb85s1b96pc,2460,0.5,0.020,range_halfwidth,2460-2461
10.9767/bcrec.12.2.803.287-292,cme1rd3s4005rllb8s9okr6kj,1978,507.5,20.418,range_halfwidth, 1978-2993
10.21926/jept.2102024,cme1rd3s4005rllb8s9okr6kj,79,3,3.659,range_halfwidth, 79-85
10.14710/reaktor.20.3.117-121,cme1rd40r005ullb8sk6hbbrx,607,3,0.492,range_halfwidth, 607-613
10.14710/ijred.7.1.53-58,cme1rd40r005ullb8sk6hbbrx,145,3.5,2.357,range_halfwidth, 145-152
10.1080/09593330.2013.788041,cme1rd40r005ullb8sk6hbbrx,4315,3,0.069,range_halfwidth, 4315-4321
10.4028/www.scientific.net/amr.512-515.1456,cme1rd40r005ullb8sk6hbbrx,475,1.5,0.315,range_halfwidth,475-478
10.1111/oet.6_12398,cme1rd40r005ullb8sk6hbbrx,475,1.5,0.315,range_halfwidth, 475-478
10.4314/jasem.v22i7.5,cme1rd40r005ullb8sk6hbbrx,607,3,0.492,range_halfwidth, 607-613
10.1038/srep06779,cod_removal,90.2,,4.100,plus_minus_pct,90.2 ± 4.1%
10.1038/srep06779,cod_removal,96.5,,4.100,plus_minus_pct,90.2 ± 4.1%
10.30955/gnc2019.00488,cod_removal,85.4,1.5,1.726,range_halfwidth, 85.4 and 88.4
10.30955/gnc2019.00488,cod_removal,94.3,1.5,1.726,range_halfwidth, 85.4 and 88.4
10.3329/jes.v13i1.60561,cod_removal,51,,9.000,plus_minus_pct,67±9%
10.4314/njpap.v10i1.2,open_circuit_voltage,0.42,0.32999999999999996,84.615,range_halfwidth,from 0.06 to 0.72
10.4314/njpap.v10i1.2,open_circuit_voltage,0.39,0.335,75.281,range_halfwidth,from 0.11 to 0.78
10.11159/iceptp25.142,open_circuit_voltage,0.028,0.001,3.571,plus_minus_abs,0.028 ± 0.001
10.55251/jmbfs.9703,open_circuit_voltage,0.466,0.003,0.644,plus_minus_abs,0.466±0.003
10.55251/jmbfs.9703,open_circuit_voltage,0.807,0.002,0.248,plus_minus_abs,0.807±0.002
10.5599/jese.2383,open_circuit_voltage,0.43,0.024999999999999994,6.173,range_halfwidth,from 0.38 to 0.43
10.53797/aseana.v2i2.1.2022,open_circuit_voltage,1.1,0.15000000000000002,15.789,range_halfwidth, 0.8 to 1.1
10.20535/ibb.2024.8.1.290311,short_circuit_current,480,24,5.000,plus_minus_abs,480 ± 24
